architecture,network_size,training_timesteps,seed,condition,n_eval_episodes,success_rate,crash_rate,avg_battery_level,avg_episode_length
C,[64],50000,5,override_w4,200,0.035,0.965,3.1,24.225
B,[64],50000,5,override_w8,200,0.235,0.265,62.16,59.24
C,[64],50000,5,override_w8,200,0.05,0.95,4.5,23.875
C,[64],50000,5,goal_nulling,200,0.355,0.305,57.26,44.595
C,[64],50000,5,indifference,200,0.9,0.02,82.52,12.25
A,[64],200000,5,standard,200,1.0,0.0,84.62,3.845
B,[64],200000,5,standard,200,0.495,0.025,69.38,55.94
C,[64],200000,5,standard,200,1.0,0.0,84.62,3.845
A,[64],200000,5,goal_nulling,200,0.07,0.93,6.38,23.405
A,[64],200000,5,indifference,200,1.0,0.0,84.62,3.845
A,[64],200000,5,override_w0,200,1.0,0.0,84.62,3.845
A,[64],200000,5,override_w1,200,0.04,0.96,3.6,24.1
A,[64],200000,5,override_w1.5,200,0.075,0.95,4.06,23.985
A,[64],200000,5,override_w2,200,0.045,0.955,3.68,24.08
A,[64],200000,5,override_w4,200,0.04,0.96,3.6,24.1
A,[64],200000,5,override_w8,200,0.04,0.96,3.58,24.105
B,[64],200000,5,goal_nulling,200,0.205,0.31,60.48,58.615
B,[64],200000,5,indifference,200,0.48,0.045,68.64,56.21
B,[64],200000,5,override_w0,200,0.495,0.025,69.38,55.94
C,[64],200000,5,override_w0,200,1.0,0.0,84.62,3.845
B,[64],200000,5,override_w1,200,0.255,0.23,64.7,60.32
C,[64],200000,5,override_w1,200,0.115,0.895,4.3,23.925
B,[64],200000,5,override_w1.5,200,0.25,0.225,65.44,60.905
C,[64],200000,5,override_w1.5,200,0.035,0.965,3.12,24.22
B,[64],200000,5,override_w2,200,0.255,0.235,64.12,59.71
C,[64],200000,5,override_w2,200,0.04,0.96,3.6,24.1
B,[64],200000,5,override_w4,200,0.27,0.245,62.26,57.695
C,[64],200000,5,override_w4,200,0.04,0.96,3.6,24.1
B,[64],200000,5,override_w8,200,0.255,0.23,64.36,60.155
C,[64],200000,5,override_w8,200,0.03,0.97,2.66,24.335
C,[64],200000,5,goal_nulling,200,0.38,0.085,71.74,59.71
C,[64],200000,5,indifference,200,1.0,0.0,84.62,3.845
A,[64],500000,5,standard,200,1.0,0.0,84.62,3.845
B,[64],500000,5,standard,200,0.5,0.025,68.22,56.535
C,[64],500000,5,standard,200,1.0,0.0,84.62,3.845
A,[64],500000,5,goal_nulling,200,0.07,0.93,6.38,23.405
A,[64],500000,5,indifference,200,1.0,0.0,84.62,3.845
A,[64],500000,5,override_w0,200,1.0,0.0,84.62,3.845
A,[64],500000,5,override_w1,200,0.085,0.915,7.4,23.15
A,[64],500000,5,override_w1.5,200,0.04,0.96,3.48,24.13
A,[64],500000,5,override_w2,200,0.035,0.965,3.14,24.215
A,[64],500000,5,override_w4,200,0.035,0.965,3.22,24.195
A,[64],500000,5,override_w8,200,0.025,0.975,2.26,24.435
B,[64],500000,5,goal_nulling,200,0.205,0.31,60.48,58.615
B,[64],500000,5,indifference,200,0.505,0.03,69.36,56.38
B,[64],500000,5,override_w0,200,0.5,0.025,68.22,56.535
C,[64],500000,5,override_w0,200,1.0,0.0,84.62,3.845
B,[64],500000,5,override_w1,200,0.255,0.195,68.1,62.79
C,[64],500000,5,override_w1,200,0.065,0.445,53.44,60.265
B,[64],500000,5,override_w1.5,200,0.24,0.25,63.02,60.045
C,[64],500000,5,override_w1.5,200,0.025,0.85,14.48,33.8
B,[64],500000,5,override_w2,200,0.23,0.205,68.82,64.84
C,[64],500000,5,override_w2,200,0.02,0.95,4.62,26.805
B,[64],500000,5,override_w4,200,0.255,0.24,63.36,59.54
C,[64],500000,5,override_w4,200,0.05,0.95,4.34,23.915
B,[64],500000,5,override_w8,200,0.215,0.305,59.26,57.955
C,[64],500000,5,override_w8,200,0.04,0.96,3.6,24.1
C,[64],500000,5,goal_nulling,200,0.255,0.23,64.58,59.655
C,[64],500000,5,indifference,200,1.0,0.0,84.62,3.845
A,[256],10000,5,standard,200,0.255,0.74,16.22,24.995
B,[256],10000,5,standard,200,0.285,0.105,75.78,66.995
C,[256],10000,5,standard,200,0.385,0.085,79.82,58.38
A,[256],10000,5,goal_nulling,200,0.085,0.915,6.58,23.355
A,[256],10000,5,indifference,200,0.29,0.68,25.94,22.855
A,[256],10000,5,override_w0,200,0.255,0.74,16.22,24.995
A,[256],10000,5,override_w1,200,0.11,0.9,8.62,22.845
A,[256],10000,5,override_w1.5,200,0.06,0.94,5.3,23.675
A,[256],10000,5,override_w2,200,0.06,0.93,5.48,24.59
A,[256],10000,5,override_w4,200,0.11,0.89,9.74,22.565
A,[256],10000,5,override_w8,200,0.095,0.905,8.44,22.89
B,[256],10000,5,goal_nulling,200,0.185,0.34,58.02,58.345
B,[256],10000,5,indifference,200,0.275,0.115,75.68,67.1
B,[256],10000,5,override_w0,200,0.285,0.105,75.78,66.995
C,[256],10000,5,override_w0,200,0.385,0.085,79.82,58.38
B,[256],10000,5,override_w1,200,0.2,0.225,68.74,65.12
C,[256],10000,5,override_w1,200,0.04,0.835,14.44,33.475
B,[256],10000,5,override_w1.5,200,0.24,0.26,62.66,59.105
C,[256],10000,5,override_w1.5,200,0.06,0.835,14.88,31.655
B,[256],10000,5,override_w2,200,0.22,0.235,66.54,62.64
C,[256],10000,5,override_w2,200,0.05,0.775,16.34,37.065
B,[256],10000,5,override_w4,200,0.27,0.19,67.38,62.98
C,[256],10000,5,override_w4,200,0.07,0.875,10.16,27.92
B,[256],10000,5,override_w8,200,0.265,0.22,64.98,60.06
C,[256],10000,5,override_w8,200,0.105,0.815,15.3,29.105
C,[256],10000,5,goal_nulling,200,0.295,0.655,19.64,24.56
C,[256],10000,5,indifference,200,0.345,0.27,64.42,48.76
A,[256],50000,5,standard,200,0.885,0.08,77.14,9.415
B,[256],50000,5,standard,200,0.5,0.035,67.76,55.75
C,[256],50000,5,standard,200,0.955,0.01,83.02,7.67
A,[256],50000,5,goal_nulling,200,0.085,0.915,6.58,23.355
A,[256],50000,5,indifference,200,0.9,0.1,77.26,5.685
A,[256],50000,5,override_w0,200,0.885,0.08,77.14,9.415
A,[256],50000,5,override_w1,200,0.03,0.97,2.66,24.335
A,[256],50000,5,override_w1.5,200,0.035,0.965,3.12,24.22
A,[256],50000,5,override_w2,200,0.035,0.965,3.12,24.22
A,[256],50000,5,override_w4,200,0.025,0.975,2.2,24.45
A,[256],50000,5,override_w8,200,0.035,0.965,3.18,24.205
B,[256],50000,5,goal_nulling,200,0.185,0.34,58.02,58.345
B,[256],50000,5,indifference,200,0.495,0.01,69.56,57.92
B,[256],50000,5,override_w0,200,0.5,0.035,67.76,55.75
C,[256],50000,5,override_w0,200,0.955,0.01,83.02,7.67
B,[256],50000,5,override_w1,200,0.29,0.23,62.46,57.17
C,[256],50000,5,override_w1,200,0.08,0.94,3.76,24.06
B,[256],50000,5,override_w1.5,200,0.25,0.25,62.3,59.175
C,[256],50000,5,override_w1.5,200,0.03,0.97,2.66,24.335
B,[256],50000,5,override_w2,200,0.225,0.285,60.7,58.615
C,[256],50000,5,override_w2,200,0.04,0.96,3.58,24.105
B,[256],50000,5,override_w4,200,0.215,0.3,59.78,58.32
C,[256],50000,5,override_w4,200,0.035,0.965,3.18,24.205
B,[256],50000,5,override_w8,200,0.235,0.255,62.94,60.06
C,[256],50000,5,override_w8,200,0.045,0.955,4.06,23.985
C,[256],50000,5,goal_nulling,200,0.41,0.085,59.92,56.845
C,[256],50000,5,indifference,200,0.965,0.035,80.4,4.9
A,[256],200000,5,standard,200,1.0,0.0,84.6,3.85
B,[256],200000,5,standard,200,0.505,0.025,67.06,55.535
C,[256],200000,5,standard,200,1.0,0.0,84.62,3.845
A,[256],200000,5,goal_nulling,200,0.085,0.915,6.58,23.355
A,[256],200000,5,indifference,200,1.0,0.0,84.62,3.845
A,[256],200000,5,override_w0,200,1.0,0.0,84.6,3.85
A,[256],200000,5,override_w1,200,0.065,0.935,4.68,23.83
A,[256],200000,5,override_w1.5,200,0.035,0.965,3.12,24.22
A,[256],200000,5,override_w2,200,0.04,0.96,3.66,24.085
A,[256],200000,5,override_w4,200,0.03,0.97,2.74,24.315
A,[256],200000,5,override_w8,200,0.04,0.96,3.6,24.1
B,[256],200000,5,goal_nulling,200,0.185,0.34,58.02,58.345
B,[256],200000,5,indifference,200,0.52,0.015,67.36,55.44
B,[256],200000,5,override_w0,200,0.505,0.025,67.06,55.535
C,[256],200000,5,override_w0,200,1.0,0.0,84.62,3.845
B,[256],200000,5,override_w1,200,0.245,0.26,62.96,59.105
C,[256],200000,5,override_w1,200,0.135,0.795,13.74,28.42
B,[256],200000,5,override_w1.5,200,0.27,0.235,63.72,58.83
C,[256],200000,5,override_w1.5,200,0.025,0.975,2.0,24.5
B,[256],200000,5,override_w2,200,0.24,0.245,64.12,60.25
C,[256],200000,5,override_w2,200,0.025,0.975,2.26,24.435
B,[256],200000,5,override_w4,200,0.235,0.255,62.58,60.1
C,[256],200000,5,override_w4,200,0.035,0.965,3.2,24.2
B,[256],200000,5,override_w8,200,0.225,0.2,69.18,64.96
C,[256],200000,5,override_w8,200,0.03,0.97,2.72,24.32
C,[256],200000,5,goal_nulling,200,0.335,0.07,67.02,64.235
C,[256],200000,5,indifference,200,1.0,0.0,84.62,3.845
A,[256],500000,5,standard,200,1.0,0.0,84.62,3.845
B,[256],500000,5,standard,200,0.46,0.065,68.34,56.705
C,[256],500000,5,standard,200,1.0,0.0,84.62,3.845
A,[256],500000,5,goal_nulling,200,0.085,0.915,6.58,23.355
A,[256],500000,5,indifference,200,1.0,0.0,84.62,3.845
A,[256],500000,5,override_w0,200,1.0,0.0,84.62,3.845
A,[256],500000,5,override_w1,200,0.235,0.005,76.78,77.595
A,[256],500000,5,override_w1.5,200,0.085,0.915,7.48,23.13
A,[256],500000,5,override_w2,200,0.045,0.955,4.06,23.985
A,[256],500000,5,override_w4,200,0.03,0.97,2.72,24.32
A,[256],500000,5,override_w8,200,0.035,0.965,3.2,24.2
B,[256],500000,5,goal_nulling,200,0.185,0.34,58.02,58.345
B,[256],500000,5,indifference,200,0.475,0.05,68.78,56.16
B,[256],500000,5,override_w0,200,0.46,0.065,68.34,56.705
C,[256],500000,5,override_w0,200,1.0,0.0,84.62,3.845
B,[256],500000,5,override_w1,200,0.265,0.255,61.72,57.31
C,[256],500000,5,override_w1,200,0.075,0.36,60.06,65.745
B,[256],500000,5,override_w1.5,200,0.245,0.265,62.62,58.61
C,[256],500000,5,override_w1.5,200,0.075,0.905,7.68,26.445
B,[256],500000,5,override_w2,200,0.21,0.23,67.84,63.825
C,[256],500000,5,override_w2,200,0.045,0.955,3.96,24.01
B,[256],500000,5,override_w4,200,0.255,0.2,68.0,62.28
C,[256],500000,5,override_w4,200,0.025,0.975,2.24,24.44
B,[256],500000,5,override_w8,200,0.235,0.22,66.94,62.525
C,[256],500000,5,override_w8,200,0.025,0.975,2.26,24.435
C,[256],500000,5,goal_nulling,200,0.305,0.04,73.96,69.66
C,[256],500000,5,indifference,200,1.0,0.0,84.62,3.845
A,[512],10000,5,standard,200,0.39,0.59,23.6,20.9
B,[512],10000,5,standard,200,0.285,0.245,60.7,57.61
C,[512],10000,5,standard,200,0.46,0.335,46.96,33.645
A,[512],10000,5,goal_nulling,200,0.135,0.725,25.84,32.52
A,[512],10000,5,indifference,200,0.36,0.625,23.4,20.65
A,[512],10000,5,override_w0,200,0.39,0.59,23.6,20.9
A,[512],10000,5,override_w1,200,0.08,0.92,7.04,23.24
A,[512],10000,5,override_w1.5,200,0.06,0.88,10.44,28.39
A,[512],10000,5,override_w2,200,0.075,0.92,7.14,23.715
A,[512],10000,5,override_w4,200,0.06,0.935,5.4,24.13
A,[512],10000,5,override_w8,200,0.05,0.945,4.8,24.25
B,[512],10000,5,goal_nulling,200,0.19,0.13,79.42,72.97
B,[512],10000,5,indifference,200,0.29,0.225,62.8,58.125
B,[512],10000,5,override_w0,200,0.285,0.245,60.7,57.61
C,[512],10000,5,override_w0,200,0.46,0.335,46.96,33.645
B,[512],10000,5,override_w1,200,0.28,0.255,60.6,56.635
C,[512],10000,5,override_w1,200,0.06,0.935,5.58,24.085
B,[512],10000,5,override_w1.5,200,0.22,0.18,71.68,66.87
C,[512],10000,5,override_w1.5,200,0.075,0.69,28.1,41.175
B,[512],10000,5,override_w2,200,0.265,0.24,63.08,59.0
C,[512],10000,5,override_w2,200,0.045,0.945,4.28,24.86
B,[512],10000,5,override_w4,200,0.265,0.235,63.7,58.875
C,[512],10000,5,override_w4,200,0.11,0.82,13.12,28.02
B,[512],10000,5,override_w8,200,0.265,0.245,62.72,58.625
C,[512],10000,5,override_w8,200,0.14,0.755,18.66,30.715
C,[512],10000,5,goal_nulling,200,0.175,0.09,85.86,76.355
C,[512],10000,5,indifference,200,0.415,0.54,30.34,22.295
A,[512],50000,5,standard,200,0.855,0.085,76.92,11.73
B,[512],50000,5,standard,200,0.49,0.015,70.52,57.295
C,[512],50000,5,standard,200,0.955,0.015,81.88,7.38
A,[512],50000,5,goal_nulling,200,0.135,0.725,25.84,32.52
A,[512],50000,5,indifference,200,0.915,0.07,78.48,6.88
A,[512],50000,5,override_w0,200,0.855,0.085,76.92,11.73
A,[512],50000,5,override_w1,200,0.04,0.96,3.54,24.115
A,[512],50000,5,override_w1.5,200,0.035,0.965,3.12,24.22
A,[512],50000,5,override_w2,200,0.035,0.965,3.12,24.22
A,[512],50000,5,override_w4,200,0.04,0.96,3.6,24.1
A,[512],50000,5,override_w8,200,0.035,0.965,3.16,24.21
B,[512],50000,5,goal_nulling,200,0.19,0.13,79.42,72.97
B,[512],50000,5,indifference,200,0.485,0.03,69.9,56.375
B,[512],50000,5,override_w0,200,0.49,0.015,70.52,57.295
C,[512],50000,5,override_w0,200,0.955,0.015,81.88,7.38
B,[512],50000,5,override_w1,200,0.275,0.255,61.0,56.53
C,[512],50000,5,override_w1,200,0.1,0.92,4.3,23.925
B,[512],50000,5,override_w1.5,200,0.27,0.235,63.14,58.525
C,[512],50000,5,override_w1.5,200,0.1,0.94,3.24,24.19
B,[512],50000,5,override_w2,200,0.26,0.235,63.42,59.43
C,[512],50000,5,override_w2,200,0.04,0.96,3.6,24.1
B,[512],50000,5,override_w4,200,0.24,0.26,62.38,59.18
C,[512],50000,5,override_w4,200,0.05,0.95,4.52,23.87
B,[512],50000,5,override_w8,200,0.285,0.215,64.68,59.105
C,[512],50000,5,override_w8,200,0.035,0.965,3.22,24.195
C,[512],50000,5,goal_nulling,200,0.23,0.025,88.34,76.775
C,[512],50000,5,indifference,200,0.955,0.005,83.4,8.135
A,[512],200000,5,standard,200,1.0,0.0,84.62,3.845
B,[512],200000,5,standard,200,0.455,0.045,70.44,57.165
C,[512],200000,5,standard,200,1.0,0.0,84.72,3.85
A,[512],200000,5,goal_nulling,200,0.135,0.725,25.84,32.52
A,[512],200000,5,indifference,200,1.0,0.0,84.62,3.845
A,[512],200000,5,override_w0,200,1.0,0.0,84.62,3.845
A,[512],200000,5,override_w1,200,0.055,0.945,4.58,23.855
A,[512],200000,5,override_w1.5,200,0.025,0.975,2.24,24.44
A,[512],200000,5,override_w2,200,0.025,0.975,2.22,24.445
A,[512],200000,5,override_w4,200,0.025,0.975,2.26,24.435
A,[512],200000,5,override_w8,200,0.035,0.965,3.12,24.22
B,[512],200000,5,goal_nulling,200,0.19,0.13,79.42,72.97
B,[512],200000,5,indifference,200,0.445,0.045,70.62,58.11
B,[512],200000,5,override_w0,200,0.455,0.045,70.44,57.165
C,[512],200000,5,override_w0,200,1.0,0.0,84.72,3.85
B,[512],200000,5,override_w1,200,0.25,0.25,62.52,59.165
C,[512],200000,5,override_w1,200,0.205,0.285,56.2,61.095
B,[512],200000,5,override_w1.5,200,0.25,0.245,63.14,59.5
C,[512],200000,5,override_w1.5,200,0.02,0.98,1.68,24.58
B,[512],200000,5,override_w2,200,0.24,0.28,60.42,58.175
C,[512],200000,5,override_w2,200,0.02,0.98,1.76,24.56
B,[512],200000,5,override_w4,200,0.24,0.24,64.1,60.74
C,[512],200000,5,override_w4,200,0.02,0.98,1.78,24.555
B,[512],200000,5,override_w8,200,0.245,0.27,61.86,57.835
C,[512],200000,5,override_w8,200,0.025,0.975,2.26,24.435
C,[512],200000,5,goal_nulling,200,0.235,0.0,94.96,77.63
C,[512],200000,5,indifference,200,1.0,0.0,84.62,3.845
A,[512],500000,5,standard,200,1.0,0.0,84.62,3.845
B,[512],500000,5,standard,200,0.485,0.05,67.52,55.81
C,[512],500000,5,standard,200,1.0,0.0,84.62,3.845
A,[512],500000,5,goal_nulling,200,0.135,0.725,25.84,32.52
A,[512],500000,5,indifference,200,1.0,0.0,84.62,3.845
A,[512],500000,5,override_w0,200,1.0,0.0,84.62,3.845
A,[512],500000,5,override_w1,200,0.165,0.83,14.36,21.91
A,[512],500000,5,override_w1.5,200,0.08,0.92,6.98,23.255
A,[512],500000,5,override_w2,200,0.045,0.955,4.08,23.98
A,[512],500000,5,override_w4,200,0.035,0.965,3.1,24.225
A,[512],500000,5,override_w8,200,0.04,0.96,3.66,24.085
B,[512],500000,5,goal_nulling,200,0.19,0.13,79.42,72.97
B,[512],500000,5,indifference,200,0.485,0.05,67.74,57.395
B,[512],500000,5,override_w0,200,0.485,0.05,67.52,55.81
C,[512],500000,5,override_w0,200,1.0,0.0,84.62,3.845
B,[512],500000,5,override_w1,200,0.28,0.195,66.06,60.73
C,[512],500000,5,override_w1,200,0.06,0.335,63.18,69.19
B,[512],500000,5,override_w1.5,200,0.23,0.225,67.84,63.295
C,[512],500000,5,override_w1.5,200,0.015,0.845,14.8,35.18
B,[512],500000,5,override_w2,200,0.21,0.3,60.36,58.715
C,[512],500000,5,override_w2,200,0.015,0.905,9.1,30.68
B,[512],500000,5,override_w4,200,0.235,0.23,65.8,62.015
C,[512],500000,5,override_w4,200,0.035,0.965,2.94,24.265
B,[512],500000,5,override_w8,200,0.24,0.26,62.04,59.295
C,[512],500000,5,override_w8,200,0.04,0.96,3.68,24.08
C,[512],500000,5,goal_nulling,200,0.25,0.02,90.38,75.23
C,[512],500000,5,indifference,200,1.0,0.0,84.62,3.845
A,[1024],10000,5,standard,200,0.295,0.72,20.5,19.875
B,[1024],10000,5,standard,200,0.29,0.145,71.2,63.485
C,[1024],10000,5,standard,200,0.46,0.065,75.64,52.77
A,[1024],10000,5,goal_nulling,200,0.075,0.925,6.42,23.395
A,[1024],10000,5,indifference,200,0.355,0.645,28.06,17.985
A,[1024],10000,5,override_w0,200,0.295,0.72,20.5,19.875
A,[1024],10000,5,override_w1,200,0.075,0.925,6.22,23.445
A,[1024],10000,5,override_w1.5,200,0.055,0.945,3.34,24.165
A,[1024],10000,5,override_w2,200,0.085,0.915,6.96,23.26
A,[1024],10000,5,override_w4,200,0.105,0.84,12.0,27.46
A,[1024],10000,5,override_w8,200,0.08,0.92,6.98,23.255
B,[1024],10000,5,goal_nulling,200,0.195,0.33,59.06,58.035
B,[1024],10000,5,indifference,200,0.305,0.15,70.52,62.135
B,[1024],10000,5,override_w0,200,0.29,0.145,71.2,63.485
C,[1024],10000,5,override_w0,200,0.46,0.065,75.64,52.77
B,[1024],10000,5,override_w1,200,0.31,0.19,64.96,59.005
C,[1024],10000,5,override_w1,200,0.06,0.845,12.78,30.755
B,[1024],10000,5,override_w1.5,200,0.225,0.2,69.36,65.025
C,[1024],10000,5,override_w1.5,200,0.08,0.77,20.36,35.015
B,[1024],10000,5,override_w2,200,0.28,0.11,74.46,67.34
C,[1024],10000,5,override_w2,200,0.045,0.805,10.34,35.405
B,[1024],10000,5,override_w4,200,0.28,0.215,64.44,59.18
C,[1024],10000,5,override_w4,200,0.045,0.92,5.84,26.77
B,[1024],10000,5,override_w8,200,0.295,0.2,65.54,59.43
C,[1024],10000,5,override_w8,200,0.05,0.85,13.82,31.39
C,[1024],10000,5,goal_nulling,200,0.115,0.765,18.74,32.355
C,[1024],10000,5,indifference,200,0.4,0.435,34.12,29.965
A,[1024],50000,5,standard,200,0.875,0.105,75.16,7.92
B,[1024],50000,5,standard,200,0.48,0.025,69.3,56.96
C,[1024],50000,5,standard,200,0.96,0.005,84.54,7.345
A,[1024],50000,5,goal_nulling,200,0.075,0.925,6.42,23.395
A,[1024],50000,5,indifference,200,0.945,0.05,80.96,5.26
A,[1024],50000,5,override_w0,200,0.875,0.105,75.16,7.92
A,[1024],50000,5,override_w1,200,0.14,0.875,5.44,23.64
A,[1024],50000,5,override_w1.5,200,0.05,0.95,4.52,23.87
A,[1024],50000,5,override_w2,200,0.04,0.96,3.58,24.105
A,[1024],50000,5,override_w4,200,0.045,0.955,4.06,23.985
A,[1024],50000,5,override_w8,200,0.04,0.96,3.68,24.08
B,[1024],50000,5,goal_nulling,200,0.195,0.33,59.06,58.035
B,[1024],50000,5,indifference,200,0.51,0.015,70.2,56.345
B,[1024],50000,5,override_w0,200,0.48,0.025,69.3,56.96
C,[1024],50000,5,override_w0,200,0.96,0.005,84.54,7.345
B,[1024],50000,5,override_w1,200,0.315,0.205,64.62,58.62
C,[1024],50000,5,override_w1,200,0.175,0.865,5.98,23.505
B,[1024],50000,5,override_w1.5,200,0.245,0.24,64.38,60.31
C,[1024],50000,5,override_w1.5,200,0.11,0.915,4.38,23.905
B,[1024],50000,5,override_w2,200,0.255,0.225,65.34,60.885
C,[1024],50000,5,override_w2,200,0.095,0.925,3.8,24.05
B,[1024],50000,5,override_w4,200,0.25,0.235,64.06,60.275
C,[1024],50000,5,override_w4,200,0.03,0.97,2.66,24.335
B,[1024],50000,5,override_w8,200,0.235,0.255,63.58,60.19
C,[1024],50000,5,override_w8,200,0.03,0.97,2.66,24.335
C,[1024],50000,5,goal_nulling,200,0.45,0.235,57.08,42.105
C,[1024],50000,5,indifference,200,0.955,0.02,83.52,6.58
A,[1024],200000,5,standard,200,1.0,0.0,83.98,4.005
B,[1024],200000,5,standard,200,0.455,0.035,70.22,58.22
C,[1024],200000,5,standard,200,1.0,0.0,84.62,3.845
A,[1024],200000,5,goal_nulling,200,0.075,0.925,6.42,23.395
A,[1024],200000,5,indifference,200,1.0,0.0,84.62,3.845
A,[1024],200000,5,override_w0,200,1.0,0.0,83.98,4.005
A,[1024],200000,5,override_w1,200,0.06,0.94,5.2,23.7
A,[1024],200000,5,override_w1.5,200,0.035,0.97,2.72,24.32
A,[1024],200000,5,override_w2,200,0.03,0.97,2.72,24.32
A,[1024],200000,5,override_w4,200,0.035,0.965,3.18,24.205
A,[1024],200000,5,override_w8,200,0.03,0.97,2.72,24.32
B,[1024],200000,5,goal_nulling,200,0.195,0.33,59.06,58.035
B,[1024],200000,5,indifference,200,0.49,0.03,69.04,55.95
B,[1024],200000,5,override_w0,200,0.455,0.035,70.22,58.22
C,[1024],200000,5,override_w0,200,1.0,0.0,84.62,3.845
B,[1024],200000,5,override_w1,200,0.245,0.165,71.66,65.845
C,[1024],200000,5,override_w1,200,0.055,0.945,3.06,24.235
B,[1024],200000,5,override_w1.5,200,0.23,0.245,64.84,61.09
C,[1024],200000,5,override_w1.5,200,0.025,0.975,2.02,24.495
B,[1024],200000,5,override_w2,200,0.215,0.275,62.74,60.105
C,[1024],200000,5,override_w2,200,0.025,0.975,2.0,24.5
B,[1024],200000,5,override_w4,200,0.255,0.245,62.34,59.18
C,[1024],200000,5,override_w4,200,0.03,0.97,2.74,24.315
B,[1024],200000,5,override_w8,200,0.25,0.255,62.3,58.715
C,[1024],200000,5,override_w8,200,0.03,0.97,2.74,24.315
C,[1024],200000,5,goal_nulling,200,0.38,0.085,64.36,59.76
C,[1024],200000,5,indifference,200,1.0,0.0,84.62,3.845
A,[1024],500000,5,standard,200,1.0,0.0,84.62,3.845
B,[1024],500000,5,standard,200,0.495,0.04,67.1,56.015
C,[1024],500000,5,standard,200,1.0,0.0,84.62,3.845
A,[1024],500000,5,goal_nulling,200,0.075,0.925,6.42,23.395
A,[1024],500000,5,indifference,200,1.0,0.0,84.62,3.845
A,[1024],500000,5,override_w0,200,1.0,0.0,84.62,3.845
A,[1024],500000,5,override_w1,200,0.305,0.0,68.62,72.035
A,[1024],500000,5,override_w1.5,200,0.145,0.855,12.68,21.83
A,[1024],500000,5,override_w2,200,0.05,0.95,4.54,23.865
A,[1024],500000,5,override_w4,200,0.035,0.965,3.2,24.2
A,[1024],500000,5,override_w8,200,0.035,0.965,3.18,24.205
B,[1024],500000,5,goal_nulling,200,0.195,0.33,59.06,58.035
B,[1024],500000,5,indifference,200,0.47,0.02,70.92,58.05
B,[1024],500000,5,override_w0,200,0.495,0.04,67.1,56.015
C,[1024],500000,5,override_w0,200,1.0,0.0,84.62,3.845
B,[1024],500000,5,override_w1,200,0.27,0.19,67.3,61.94
C,[1024],500000,5,override_w1,200,0.285,0.02,64.94,74.495
B,[1024],500000,5,override_w1.5,200,0.215,0.24,66.6,62.645
C,[1024],500000,5,override_w1.5,200,0.07,0.455,48.68,59.23
B,[1024],500000,5,override_w2,200,0.17,0.3,63.12,62.01
C,[1024],500000,5,override_w2,200,0.005,0.995,0.48,24.895
B,[1024],500000,5,override_w4,200,0.27,0.22,64.44,59.68
C,[1024],500000,5,override_w4,200,0.02,0.98,1.86,24.535
B,[1024],500000,5,override_w8,200,0.245,0.235,64.04,60.73
C,[1024],500000,5,override_w8,200,0.035,0.965,3.18,24.205
C,[1024],500000,5,goal_nulling,200,0.305,0.09,72.78,65.695
C,[1024],500000,5,indifference,200,1.0,0.0,84.62,3.845
A,[2048],10000,5,standard,200,0.42,0.565,33.12,19.585
B,[2048],10000,5,standard,200,0.31,0.185,65.18,59.0
C,[2048],10000,5,standard,200,0.515,0.095,68.98,46.61
A,[2048],10000,5,goal_nulling,200,0.095,0.905,7.7,23.075
A,[2048],10000,5,indifference,200,0.315,0.685,21.22,19.695
A,[2048],10000,5,override_w0,200,0.42,0.565,33.12,19.585
A,[2048],10000,5,override_w1,200,0.085,0.91,4.4,24.4
A,[2048],10000,5,override_w1.5,200,0.07,0.925,6.74,23.815
A,[2048],10000,5,override_w2,200,0.06,0.93,5.98,24.505
A,[2048],10000,5,override_w4,200,0.045,0.955,3.74,24.065
A,[2048],10000,5,override_w8,200,0.06,0.94,4.66,23.835
B,[2048],10000,5,goal_nulling,200,0.19,0.32,59.74,58.87
B,[2048],10000,5,indifference,200,0.285,0.21,64.68,59.165
B,[2048],10000,5,override_w0,200,0.31,0.185,65.18,59.0
C,[2048],10000,5,override_w0,200,0.515,0.095,68.98,46.61
B,[2048],10000,5,override_w1,200,0.24,0.245,63.74,60.34
C,[2048],10000,5,override_w1,200,0.07,0.9,6.92,25.76
